YOM,Brand,Car_Name,Kms_Driven,Fuel_Type,Owner_Type,Transmission_Type,Price_in_Lakhs,Emi_per_Month,Location
2021,Tata,Tata NEXON XZ PLUS (O) PETROL,19430,Petrol,2nd owner,Manual,9.13,17386,Banglore
2017,Hyundai,Hyundai Creta SX PLUS AT 1.6 PETROL,80561,Petrol,2nd owner,Automatic,8.55,16277,Banglore
2014,Renault,Renault Duster 85 PS RXE DIESEL ADVENTURE,90841,Diesel,1st owner,Manual,5.44,14326,Banglore
2013,Hyundai,Hyundai i20 ASTA 1.2,66364,Petrol,2nd owner,Manual,3.92,10323,Banglore
2023,Renault,Renault Kwid CLIMBER AMT 1.0,4082,Petrol,1st owner,Manual,5.95,11630,Banglore
2020,Tata,Tata NEXON XZA PLUS (O) PETROL DUAL TONE,59285,Petrol,1st owner,Manual,9.07,17259,Banglore
2014,Hyundai,Hyundai i20 SPORTZ 1.2,69502,Petrol,2nd owner,Manual,4.3,9565,Banglore
2014,Nissan,Nissan Micra XV CVT,82542,Petrol,1st owner,Automatic,3.38,7519,Banglore
2017,Renault,Renault Kwid RXL 1.0,30848,Petrol,1st owner,Manual,3.18,6217,Banglore
2019,Renault,Renault Kwid RXT 1.0 (O),45725,Petrol,2nd owner,Manual,3.62,7077,Banglore
2017,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,60651,Petrol,1st owner,Automatic,4.68,9159,Banglore
2021,Hyundai,Hyundai VENUE SX 1.0 (O) TURBO IMT,17981,Petrol,1st owner,Manual,10.25,19512,Banglore
2023,Renault,Renault Kwid RXT 1.0 AMT,1343,Petrol,2nd owner,Manual,5.65,11046,Banglore
2019,Maruti,Maruti Celerio VXI AMT,28334,Petrol,2nd owner,Manual,5.08,9931,Banglore
2021,Maruti,Maruti Baleno DELTA CVT PETROL 1.2,19123,Petrol,1st owner,Automatic,7.35,14369,Banglore
2019,Mahindra,Mahindra XUV300 W8 (O) 1.5 DIESEL,35712,Diesel,2nd owner,Manual,9.83,18710,Banglore
2011,Hyundai,Hyundai i10 MAGNA 1.1,70589,Petrol,2nd owner,Manual,2.4,11298,Banglore
2016,Maruti,Maruti Ciaz ZXI+,34800,Petrol,2nd owner,Manual,5.86,11456,Banglore
2016,Hyundai,Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,49862,Petrol,1st owner,Automatic,4.85,9484,Banglore
2019,Hyundai,Hyundai NEW SANTRO SPORTZ AMT,52278,Petrol,1st owner,Manual,4.8,9384,Banglore
2017,Skoda,Skoda Rapid STYLE 1.5 TDI AT,95602,Diesel,1st owner,Automatic,8.61,16379,Banglore
2016,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),71393,Petrol,1st owner,Manual,6.01,11750,Banglore
2016,Honda,Honda Amaze 1.2L I-VTEC VX,43434,Petrol,2nd owner,Manual,4.47,8747,Banglore
2020,Renault,Renault Kwid RXT 1.0 AMT (O),38507,Petrol,1st owner,Manual,4.68,9144,Banglore
2023,Tata,Tata Tiago XZA PLUS PETROL,10526,Petrol,1st owner,Manual,7.27,14213,Banglore
2017,Maruti,Maruti Baleno ZETA PETROL 1.2,48380,Petrol,1st owner,Manual,6.02,11769,Banglore
2021,Tata,Tata ALTROZ XZ PLUS I-TURBO PETROL DARK EDITION,25058,Petrol,1st owner,Manual,7.92,15484,Banglore
2022,KIA,KIA SELTOS X LINE 1.5 DIESEL AT,43707,Diesel,2nd owner,Automatic,16.1,30645,Banglore
2015,Maruti,Maruti Celerio VXI AMT,52672,Petrol,1st owner,Manual,3.82,7468,Banglore
2018,Renault,Renault Kwid 1.0 MARVEL IRON MAN EDITION,47928,Petrol,1st owner,Manual,3.57,6979,Banglore
2020,Hyundai,Hyundai AURA SX PLUS 1.2 AMT CRDI,49985,Diesel,2nd owner,Manual,7.78,15210,Banglore
2017,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,40795,Petrol,1st owner,Automatic,4.93,9638,Banglore
2016,Maruti,Maruti Swift VXI,92642,Petrol,2nd owner,Manual,4.95,9677,Banglore
2018,Maruti,Maruti Ciaz ZETA 1.4 AT PETROL,50334,Petrol,2nd owner,Automatic,6.46,12629,Banglore
2012,Honda,Honda City 1.5L I-VTEC S MT,87836,Petrol,2nd owner,Manual,3.9,12947,Banglore
2022,KIA,KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR,15197,Petrol,1st owner,Manual,16.84,32048,Banglore
2021,Renault,Renault Kwid CLIMBER 1.0 AMT (O),29637,Petrol,1st owner,Manual,5.23,10225,Banglore
2015,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,60987,Petrol,2nd owner,Automatic,4.13,8074,Banglore
2016,Maruti,Maruti Celerio VXI AMT (O),38929,Petrol,2nd owner,Manual,4.18,8172,Banglore
2019,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,51615,Petrol,1st owner,Automatic,5.12,10004,Banglore
2015,Maruti,Maruti Swift VXI,34794,Petrol,1st owner,Manual,5.06,9897,Banglore
2019,Hyundai,Hyundai VENUE SX PLUS 1.0 TURBO DCT,21881,Petrol,1st owner,Automatic,9.16,17435,Banglore
2016,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),37075,Petrol,1st owner,Manual,5.65,11046,Banglore
2014,Renault,Renault Duster 85 PS RXL DIESEL,82677,Diesel,2nd owner,Manual,5.49,14457,Banglore
2017,Maruti,Maruti Baleno ALPHA PETROL 1.2,57103,Petrol,1st owner,Manual,6.63,12957,Banglore
2021,KIA,KIA SONET GTX PLUS 1.5 AT,27903,Diesel,1st owner,Automatic,12.32,23450,Banglore
2020,Maruti,Maruti S PRESSO VXI+,21206,Petrol,1st owner,Manual,4.16,8133,Banglore
2018,Maruti,Maruti Baleno ALPHA CVT PETROL 1.2,24368,Petrol,2nd owner,Automatic,6.61,12923,Banglore
2022,KIA,KIA SELTOS GTX PLUS 1.4 PETROL,23020,Petrol,1st owner,Manual,14.77,28113,Banglore
2015,Honda,Honda Jazz 1.2L I-VTEC V AT,55600,Petrol,2nd owner,Automatic,5.53,10807,Banglore
2018,Maruti,Maruti Celerio ZXI AMT,35370,Petrol,1st owner,Manual,4.88,9540,Banglore
2017,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),27011,Petrol,1st owner,Manual,6.74,13177,Banglore
2022,KIA,KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR,38427,Petrol,1st owner,Manual,15.5,29503,Banglore
2020,Tata,Tata NEXON XZ PLUS (O) PETROL,46484,Petrol,1st owner,Manual,9.85,18747,Banglore
2021,Mahindra,Mahindra XUV300 W8 (O) 1.5 DIESEL,38885,Diesel,2nd owner,Manual,10.45,19885,Banglore
2013,Honda,Honda City 1.5L I-VTEC V MT,104013,Petrol,2nd owner,Manual,4.38,11532,Banglore
2019,Maruti,Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,41774,Petrol,1st owner,Automatic,7.97,15578,Banglore
2017,Maruti,Maruti Wagon R 1.0 VXI AMT,84182,Petrol,2nd owner,Manual,4.1,8018,Banglore
2019,Maruti,Maruti New Wagon-R VXI 1.2 AMT,16416,Petrol,2nd owner,Manual,5.34,10440,Banglore
2018,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,31761,Petrol,1st owner,Automatic,5.26,10283,Banglore
2021,Tata,Tata Tiago XZA PLUS DUAL TONE PETROL,20402,Petrol,1st owner,Manual,7.0,13685,Banglore
2022,KIA,KIA SONET GTX PLUS 1.0 IMT,20927,Petrol,1st owner,Manual,11.4,21699,Banglore
2019,Maruti,Maruti Swift ZXI AMT,34361,Petrol,2nd owner,Manual,6.59,12884,Banglore
2018,Mahindra,Mahindra XUV500 W7 AT,67919,Diesel,1st owner,Automatic,11.83,22517,Banglore
2016,Maruti,Maruti Celerio ZXI AMT (O),39987,Petrol,2nd owner,Manual,4.0,7820,Banglore
2015,Maruti,Maruti Swift VXI,66341,Petrol,2nd owner,Manual,5.38,10527,Banglore
2016,Hyundai,Hyundai Creta E PLUS 1.6 PETROL,54309,Petrol,1st owner,Manual,8.2,15608,Banglore
2017,Tata,Tata Zest XT PETROL,53998,Petrol,1st owner,Manual,4.11,8035,Banglore
2018,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),81961,Petrol,1st owner,Manual,6.43,12571,Banglore
2022,KIA,KIA CARENS LUXURY PLUS 1.4 PETROL 6 STR,20570,Petrol,2nd owner,Manual,15.19,28913,Banglore
2023,Mahindra,Mahindra XUV300 W6 1.2 PETROL,10190,Petrol,1st owner,Manual,9.46,18006,Banglore
2015,Maruti,Maruti Swift VXI,74945,Petrol,3rd owner,Manual,4.35,8504,Banglore
2022,Maruti,Maruti Dzire VXI AMT,16023,Petrol,1st owner,Manual,7.36,14389,Banglore
2019,Maruti,Maruti Swift ZXI AMT,21955,Petrol,1st owner,Manual,6.63,12958,Banglore
2022,KIA,KIA SELTOS GTX PLUS 1.5 DIESEL AT,28193,Diesel,2nd owner,Automatic,17.24,32813,Banglore
2023,Maruti,Maruti S PRESSO VXI PLUS (O) AMT,7443,Petrol,1st owner,Manual,6.07,11870,Banglore
2020,KIA,KIA SONET GTX PLUS 1.0 DCT,54309,Petrol,1st owner,Automatic,9.91,18863,Banglore
2014,Nissan,Nissan Terrano XL (D),96251,Diesel,2nd owner,Manual,5.21,13720,Banglore
2013,Hyundai,Hyundai Eon ERA +,46840,Petrol,2nd owner,Manual,2.44,6425,Banglore
2020,Maruti,Maruti Alto VXI,39858,Petrol,2nd owner,Manual,3.78,7390,Banglore
2017,Renault,Renault Kwid RXT 0.8,77747,Petrol,2nd owner,Manual,2.98,5826,Banglore
2019,Hyundai,Hyundai VENUE S 1.0 TURBO DCT,50055,Petrol,1st owner,Automatic,8.19,15589,Banglore
2022,Tata,Tata NEXON XZ PLUS PETROL KAZIRANGA,66473,Petrol,2nd owner,Manual,10.2,19415,Banglore
2020,Tata,Tata TIGOR XZA PLUS PETROL,80197,Petrol,1st owner,Manual,6.71,13118,Banglore
2022,KIA,KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR,34444,Petrol,1st owner,Manual,15.59,29674,Banglore
2021,Hyundai,Hyundai Creta SX (O) 1.4 TURBO DCT,46713,Petrol,1st owner,Automatic,15.59,29677,Banglore
2020,Maruti,Maruti IGNIS ZETA 1.2,91211,Petrol,1st owner,Manual,5.65,11046,Banglore
2020,Maruti,Maruti Dzire ZXI Plus,38447,Petrol,2nd owner,Manual,7.46,14584,Banglore
2020,Renault,Renault TRIBER RXZ,65036,Petrol,1st owner,Manual,6.09,11906,Banglore
2021,Hyundai,Hyundai VENUE SX PLUS 1.0 TURBO DCT,42031,Petrol,1st owner,Automatic,9.55,18178,Banglore
2017,Maruti,Maruti Baleno ALPHA PETROL 1.2,81122,Petrol,1st owner,Manual,6.08,11887,Banglore
2022,Nissan,Nissan MAGNITE XV MT,66387,Petrol,2nd owner,Manual,6.79,13275,Banglore
2018,Tata,Tata TIGOR XZ PLUS PETROL,79480,Petrol,1st owner,Manual,5.27,10304,Banglore
2014,Mahindra,Mahindra XUV500 W8,91361,Diesel,1st owner,Manual,6.43,16933,Banglore
2014,Hyundai,Hyundai Eon MAGNA +,68348,Petrol,2nd owner,Manual,2.57,5717,Banglore
2023,Mahindra,Mahindra BOLERO NEO N10 R,31848,Diesel,1st owner,Manual,10.09,19205,Banglore
2023,Tata,Tata NEXON XZ PLUS LUX SUNROOF DUAL TONE PETROL,12351,Petrol,1st owner,Manual,11.8,22460,Banglore
2020,Maruti,Maruti IGNIS ZETA 1.2,27507,Petrol,1st owner,Manual,5.73,11202,Banglore
2017,Maruti,Maruti Dzire ZXI PLUS,60486,Petrol,1st owner,Manual,6.05,11832,Banglore
2017,Mahindra,Mahindra Kuv100 K6 6 STR,41560,Petrol,1st owner,Manual,4.26,8322,Banglore
2019,Honda,Honda Jazz 1.2L I-VTEC VX,22811,Petrol,1st owner,Manual,6.11,11945,Banglore
2021,Nissan,Nissan MAGNITE XL TURBO CVT,38777,Petrol,1st owner,Automatic,7.99,15615,Banglore
2013,Maruti,Maruti Ritz VXI,41105,Petrol,1st owner,Manual,3.9,10270,Banglore
2020,Mahindra,Mahindra XUV500 W9,78122,Diesel,2nd owner,Manual,13.73,26128,Banglore
2015,Hyundai,Hyundai Elite i20 ASTA 1.4 CRDI,82289,Diesel,2nd owner,Manual,6.27,13947,Banglore
2022,Hyundai,Hyundai NEW SANTRO MAGNA,19762,Petrol,2nd owner,Manual,4.86,9501,Banglore
2022,Maruti,Maruti BREZZA ZXI AT SMART HYBRID DUAL TONE,12986,Petrol,1st owner,Automatic,12.13,23088,Banglore
2020,KIA,KIA SONET GTX PLUS 1.0 IMT,47319,Petrol,1st owner,Manual,10.18,19372,Banglore
2021,KIA,KIA SELTOS HTK PLUS 1.5,88671,Petrol,2nd owner,Manual,9.9,18844,Banglore
2017,Hyundai,Hyundai i20 Active 1.4 SX,85460,Diesel,1st owner,Manual,7.11,13900,Banglore
2015,Hyundai,Hyundai Eon ERA +,33365,Petrol,2nd owner,Manual,2.74,5357,Banglore
2023,Mahindra,Mahindra Thar LX D 4*4 MT HT,21597,Diesel,1st owner,Manual,15.33,29179,Banglore
2013,Hyundai,Hyundai i10 SPORTZ 1.2 AT,79194,Petrol,1st owner,Automatic,3.71,9770,Banglore
2022,Hyundai,Hyundai VENUE SX PLUS 1.0 TURBO DCT,24313,Petrol,2nd owner,Automatic,10.6,20180,Banglore
2017,Hyundai,Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,67795,Petrol,1st owner,Automatic,5.32,10393,Banglore
2014,Maruti,Maruti Celerio VXI AMT,50322,Petrol,1st owner,Manual,3.59,7986,Banglore
2020,Renault,Renault Kwid RXT 1.0 AMT (O),18047,Petrol,2nd owner,Manual,4.4,8602,Banglore
2022,Hyundai,Hyundai Creta SX (O) 1.5 DIESEL,41211,Diesel,2nd owner,Manual,16.29,31007,Banglore
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,29729,Petrol,1st owner,Automatic,6.52,12747,Banglore
2015,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,40677,Petrol,1st owner,Automatic,4.4,8601,Banglore
2019,Ford,Ford FREESTYLE TITANIUM PLUS 1.5 DIESEL,25468,Diesel,1st owner,Manual,7.18,14037,Banglore
2019,Maruti,Maruti Baleno ALPHA CVT PETROL 1.2,60551,Petrol,1st owner,Automatic,7.28,14233,Banglore
2022,KIA,KIA CARENS PRESTIGE PLUS 1.4 PETROL 7 STR,43333,Petrol,1st owner,Manual,12.17,23170,Banglore
2022,KIA,KIA SONET GTX PLUS 1.0 DCT,31548,Petrol,1st owner,Automatic,11.81,22479,Banglore
2016,Hyundai,Hyundai Grand i10 ASTA (O) AT 1.2 KAPPA VTVT,32979,Petrol,1st owner,Automatic,5.26,10283,Banglore
2017,Maruti,Maruti Ciaz ZXI+,42001,Petrol,2nd owner,Manual,6.49,12688,Banglore
2016,Hyundai,Hyundai Xcent SX 1.2,54356,Petrol,1st owner,Manual,4.8,9379,Banglore
2019,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,46729,Petrol,2nd owner,Automatic,5.2,10166,Banglore
2012,Maruti,Maruti Wagon R 1.0 VXI,73114,Petrol,2nd owner,Manual,2.73,9060,Banglore
2019,KIA,KIA SELTOS GTX PLUS 1.4 PETROL,70595,Petrol,2nd owner,Manual,11.93,22708,Banglore
2020,Tata,Tata ALTROZ XZ PETROL,17907,Petrol,2nd owner,Manual,6.7,13099,Banglore
2014,Hyundai,Hyundai i20 SPORTZ 1.2,63495,Petrol,2nd owner,Manual,4.64,10321,Banglore
2016,Hyundai,Hyundai Elite i20 SPORTZ 1.2,59509,Petrol,1st owner,Manual,5.86,11466,Banglore
2019,Hyundai,Hyundai VENUE SX PLUS 1.0 TURBO DCT,64222,Petrol,2nd owner,Automatic,8.58,16331,Banglore
2014,Honda,Honda City 1.5L I-VTEC SV,66048,Petrol,1st owner,Manual,5.2,11567,Banglore
2022,Mahindra,Mahindra XUV300 W8 (O) 1.5 DIESEL,30092,Diesel,1st owner,Manual,12.27,23355,Banglore
2021,Mahindra,Mahindra XUV300 W8 1.2 PETROL,34163,Petrol,2nd owner,Manual,8.9,16940,Banglore
2019,Hyundai,Hyundai Elite i20 SPORTZ PLUS 1.2 CVT,6413,Petrol,1st owner,Automatic,7.3,14272,Banglore
2015,Honda,Honda Jazz 1.2L I-VTEC V AT,55802,Petrol,1st owner,Automatic,5.0,9775,Banglore
2019,MG,MG HECTOR SMART 1.5 DCT PETROL,38021,Petrol,1st owner,Automatic,13.52,25734,Banglore
2016,Hyundai,Hyundai i10 SPORTZ 1.1,60237,Petrol,1st owner,Manual,3.9,7620,Banglore
2019,Hyundai,Hyundai Verna 1.6 SX (O) CRDI MT,91434,Diesel,1st owner,Manual,9.59,18254,Banglore
2015,Maruti,Maruti Wagon R 1.0 VXI,59996,Petrol,2nd owner,Manual,3.46,6764,Banglore
2014,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,36717,Petrol,1st owner,Automatic,4.05,9009,Banglore
2016,Hyundai,Hyundai Eon ERA +,60944,Petrol,2nd owner,Manual,2.84,5556,Banglore
2020,Renault,Renault Kwid RXT 1.0 (O),29742,Petrol,1st owner,Manual,4.36,8524,Banglore
2021,Tata,Tata NEXON XZA PLUS (O) PETROL,41701,Petrol,1st owner,Manual,9.72,18501,Banglore
2020,Hyundai,Hyundai AURA SX PLUS 1.2 AMT,6273,Petrol,1st owner,Manual,7.0,13685,Banglore
2018,Hyundai,Hyundai Elite i20 ASTA 1.2 CVT,18600,Petrol,1st owner,Automatic,7.04,13763,Banglore
2018,Mahindra,Mahindra XUV500 W10,50013,Diesel,2nd owner,Manual,12.64,24059,Banglore
2018,Ford,Ford Ecosport TITANIUM 1.5L PETROL,69661,Petrol,1st owner,Manual,7.45,14568,Banglore
2020,KIA,KIA SONET HTX PLUS 1.5,47174,Diesel,2nd owner,Manual,9.8,18653,Banglore
2015,Honda,Honda City 1.5L I-VTEC VX CVT,72031,Petrol,1st owner,Automatic,6.1,11926,Banglore
2018,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,44614,Petrol,1st owner,Automatic,5.29,10342,Banglore
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,77355,Petrol,1st owner,Manual,5.42,10596,Banglore
2013,Hyundai,Hyundai i10 SPORTZ 1.2,97144,Petrol,2nd owner,Manual,2.91,7663,Banglore
2020,KIA,KIA SELTOS GTX AT 1.4 PETROL,29303,Petrol,1st owner,Automatic,12.98,24706,Banglore
2019,Hyundai,Hyundai Creta SX AT 1.6 PETROL,29686,Petrol,1st owner,Automatic,11.5,21889,Banglore
2019,Hyundai,Hyundai Elite i20 SPORTZ PLUS 1.2 CVT,45717,Petrol,1st owner,Automatic,7.12,13920,Banglore
2021,Hyundai,Hyundai VENUE SX 1.0 TURBO,23592,Petrol,1st owner,Manual,9.2,17511,Banglore
2019,MG,MG HECTOR SHARP 1.5 DCT PETROL,28869,Petrol,2nd owner,Automatic,12.93,24611,Banglore
2015,Maruti,Maruti Celerio ZXI AMT,47926,Petrol,1st owner,Manual,4.03,7879,Banglore
2015,Maruti,Maruti Celerio VXI,57038,Petrol,1st owner,Manual,3.66,7163,Banglore
2017,Mahindra,Mahindra KUV 100 NXT K2 P 6 STR,28670,Petrol,1st owner,Manual,3.85,7521,Banglore
2021,Renault,Renault TRIBER RXT,44467,Petrol,1st owner,Manual,6.26,12244,Banglore
2019,Hyundai,Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,86719,Petrol,1st owner,Automatic,5.6,10948,Banglore
2023,Tata,Tata NEXON CREATIVE PLUS S 1.2 REVOTRON 6 AMT DT,14303,Petrol,1st owner,Manual,12.72,24215,Banglore
2016,Volkswagen,Volkswagen Polo HIGHLINE1.2L,75411,Petrol,2nd owner,Manual,5.69,11123,Banglore
2020,Hyundai,Hyundai Verna SX 1.5 VTVT,25740,Petrol,1st owner,Automatic,9.62,18311,Banglore
2015,Maruti,Maruti Celerio VXI,97144,Petrol,1st owner,Manual,3.48,6799,Banglore
2022,Renault,Renault Kwid RXL 1.0 (O),15130,Petrol,1st owner,Manual,4.58,8956,Banglore
2020,KIA,KIA SELTOS HTX 1.5 PETROL,39332,Petrol,1st owner,Manual,11.28,21470,Banglore
2022,KIA,KIA CARENS PRESTIGE PLUS 1.4 PETROL 7 STR,12332,Petrol,1st owner,Manual,13.85,26362,Banglore
2017,Hyundai,Hyundai Elite i20 ASTA 1.2,52439,Petrol,2nd owner,Manual,6.1,11926,Banglore
2022,KIA,KIA SELTOS GTX PLUS DCT 1.4 PETROL,25448,Petrol,1st owner,Automatic,16.46,31330,Banglore
2023,Tata,Tata NEXON FEARLESS AMT DUAL TONE 1.5 DIESEL,16052,Diesel,1st owner,Manual,13.92,26499,Banglore
2020,Mahindra,Mahindra XUV500 W7,51804,Diesel,1st owner,Manual,12.89,24535,Banglore
2017,Mahindra,Mahindra XUV500 W6,67111,Diesel,1st owner,Manual,10.31,19624,Banglore
2012,Maruti,Maruti Ertiga ZDI,78546,Diesel,1st owner,Manual,5.74,27020,Banglore
2021,Hyundai,Hyundai NEW I20 SPORTZ 1.0T GDI IMT,28441,Petrol,2nd owner,Manual,7.3,14277,Banglore
2016,Maruti,Maruti Swift Dzire VXI,54421,Petrol,1st owner,Manual,5.35,10464,Banglore
2017,Nissan,Nissan Micra XV CVT,49533,Petrol,1st owner,Automatic,4.81,9398,Banglore
2021,Tata,Tata TIGOR XM PETROL,42504,Petrol,2nd owner,Manual,5.5,10753,Banglore
2012,Honda,Honda Brio S MT,81976,Petrol,2nd owner,Manual,2.68,8890,Banglore
2019,Maruti,Maruti Baleno ALPHA PETROL 1.2,53180,Petrol,1st owner,Manual,6.61,12923,Banglore
2021,Maruti,Maruti Baleno DELTA PETROL 1.2,8174,Petrol,1st owner,Manual,6.94,13568,Banglore
2021,Mahindra,Mahindra Thar LX PETROL HT 4WD AT,23204,Petrol,2nd owner,Automatic,14.13,26895,Banglore
2018,Honda,Honda City 1.5L I-VTEC ZX CVT,98101,Petrol,2nd owner,Automatic,8.88,16902,Banglore
2022,Tata,Tata NEXON XZA PLUS (L),8140,Petrol,1st owner,Manual,11.72,22308,Banglore
2019,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,22795,Petrol,1st owner,Automatic,5.65,11049,Banglore
2019,Renault,Renault Kwid RXT 1.0 AMT (O),17445,Petrol,1st owner,Manual,4.06,7933,Banglore
